epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/moe_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/moe_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
123,797.444,2.30685,2.01893,1.70943,0.01549,0.45763,0.20765,0.231,0.07777,2.71347,2.40375,2.03046,0,0.00168662,0.00168662,0.00168662,0.000168662
124,802.364,2.24872,1.98777,1.62603,0.01528,0.62948,0.2623,0.32147,0.11698,2.54887,2.20008,1.95866,0,0.00165015,0.00165015,0.00165015,0.000165015
125,807.203,2.27617,2.0473,1.63355,0.01503,0.54386,0.31694,0.32579,0.11784,2.50992,2.166,1.95108,0,0.00161389,0.00161389,0.00161389,0.000161389
126,812.314,2.22118,2.00634,1.64744,0.01484,0.48838,0.2817,0.29039,0.11585,2.46675,2.20534,1.93734,0,0.00157786,0.00157786,0.00157786,0.000157786
127,817.187,2.24543,1.98916,1.6446,0.01465,0.49647,0.26776,0.3017,0.11163,2.49356,2.24617,1.94655,0,0.00154206,0.00154206,0.00154206,0.000154206
128,822.084,2.22641,1.98024,1.62742,0.01415,0.63385,0.26489,0.32241,0.12002,2.43856,2.11673,1.92766,0,0.0015065,0.0015065,0.0015065,0.00015065
129,826.564,2.1632,1.97741,1.61974,0.01361,0.55666,0.25683,0.30809,0.11222,2.46883,2.11758,1.94395,0,0.0014712,0.0014712,0.0014712,0.00014712
130,831.457,2.17944,1.91105,1.62366,0.01339,0.46841,0.31299,0.3388,0.12096,2.48399,2.08286,1.94675,0,0.00143615,0.00143615,0.00143615,0.000143615
131,837.317,2.17826,1.92898,1.62726,0.01321,0.49394,0.32536,0.32808,0.12482,2.46492,2.09568,1.92678,0,0.00140137,0.00140137,0.00140137,0.000140137
132,843.003,2.21055,1.96997,1.67639,0.01302,0.38388,0.35519,0.33362,0.12258,2.46849,2.10236,1.93347,0,0.00136687,0.00136687,0.00136687,0.000136687
133,849.051,2.22466,1.995,1.65797,0.01282,0.58663,0.28695,0.34381,0.12483,2.50059,2.07697,1.93803,0,0.00133266,0.00133266,0.00133266,0.000133266
134,854.396,2.20519,1.97807,1.63632,0.01261,0.49826,0.37158,0.36411,0.12625,2.45339,2.09745,1.92242,0,0.00129874,0.00129874,0.00129874,0.000129874
135,859.141,2.14887,1.91672,1.6144,0.01242,0.4559,0.3434,0.33901,0.12687,2.43053,2.07278,1.89165,0,0.00126512,0.00126512,0.00126512,0.000126512
136,864.51,2.22642,1.95196,1.65473,0.01227,0.50322,0.32787,0.35248,0.12483,2.45047,2.07599,1.91346,0,0.00123182,0.00123182,0.00123182,0.000123182
137,869.69,2.17623,1.95156,1.61976,0.01206,0.47965,0.32787,0.35429,0.12963,2.42915,2.08977,1.91035,0,0.00119883,0.00119883,0.00119883,0.000119883
138,874.822,2.15819,1.90895,1.60312,0.01187,0.62153,0.28962,0.36602,0.1301,2.40333,2.06781,1.88892,0,0.00116617,0.00116617,0.00116617,0.000116617
139,880.096,2.16451,1.94395,1.66442,0.01167,0.48408,0.28962,0.34234,0.11827,2.50866,2.1184,1.95032,0,0.00113384,0.00113384,0.00113384,0.000113384
140,885.45,2.12455,1.8888,1.60248,0.01153,0.44076,0.31694,0.32507,0.11537,2.5026,2.1028,1.93356,0,0.00110186,0.00110186,0.00110186,0.000110186
141,890.923,2.13597,1.88214,1.59381,0.01138,0.5443,0.31694,0.36688,0.11681,2.46807,2.08064,1.91581,0,0.00107023,0.00107023,0.00107023,0.000107023
142,896.192,2.11204,1.88723,1.6029,0.01118,0.57632,0.28962,0.34424,0.12093,2.44874,2.11129,1.91425,0,0.00103896,0.00103896,0.00103896,0.000103896
143,901.312,2.18087,1.8979,1.65367,0.01096,0.43236,0.33333,0.3588,0.11943,2.52821,2.07552,1.96614,0,0.00100806,0.00100806,0.00100806,0.000100806
144,906.408,2.13733,1.88577,1.57356,0.01084,0.5704,0.34102,0.38652,0.13391,2.47638,2.01951,1.95176,0,0.000977524,0.000977524,0.000977524,9.77524e-05
145,911.396,2.12086,1.84631,1.58528,0.01066,0.40871,0.37705,0.32743,0.1083,2.50537,2.09167,1.96099,0,0.000947376,0.000947376,0.000947376,9.47376e-05
146,916.377,2.13397,1.92398,1.57262,0.01049,0.56144,0.3388,0.37186,0.13332,2.45303,2.02361,1.91911,0,0.000917616,0.000917616,0.000917616,9.17616e-05
147,921.164,2.15503,1.9109,1.62834,0.01032,0.55072,0.31148,0.36246,0.13503,2.45665,2.04027,1.9266,0,0.000888253,0.000888253,0.000888253,8.88253e-05
148,926.266,2.18754,1.90324,1.58747,0.01015,0.58687,0.3388,0.37019,0.1329,2.38733,2.07061,1.89009,0,0.000859294,0.000859294,0.000859294,8.59294e-05
149,931.375,2.09626,1.8656,1.56242,0.01,0.45158,0.28415,0.30777,0.10571,2.43409,2.2004,1.91352,0,0.000830746,0.000830746,0.000830746,8.30746e-05
150,937.173,2.0975,1.8822,1.5691,0.00987,0.44282,0.30601,0.31048,0.1036,2.41615,2.31235,1.93806,0,0.000802616,0.000802616,0.000802616,8.02616e-05
151,943.024,2.13202,1.83959,1.56112,0.00967,0.39195,0.3135,0.32065,0.11453,2.44446,2.06693,1.90582,0,0.000774911,0.000774911,0.000774911,7.74911e-05
152,948.419,2.10209,1.90085,1.58821,0.00954,0.49239,0.31694,0.34183,0.12343,2.46747,2.0533,1.92774,0,0.000747637,0.000747637,0.000747637,7.47637e-05
153,952.924,2.17864,1.85605,1.6186,0.00935,0.43231,0.32044,0.35265,0.12072,2.46104,2.04557,1.93186,0,0.000720803,0.000720803,0.000720803,7.20803e-05
154,958.075,2.15617,1.8807,1.61214,0.00888,0.578,0.32787,0.38102,0.13568,2.39709,2.03455,1.88125,0,0.000694413,0.000694413,0.000694413,6.94413e-05
