epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/moe_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/moe_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
142,548.868,2.108,1.86214,1.56507,0.00557,0.69494,0.22404,0.30666,0.11916,2.42787,2.12265,1.9125,0,0.00103896,0.00103896,0.00103896,0.000103896
143,551.86,2.14753,1.95043,1.60468,0.00545,0.41399,0.30055,0.28569,0.10795,2.43868,2.1687,1.8868,0,0.00100806,0.00100806,0.00100806,0.000100806
144,555.7,2.09653,1.87607,1.54645,0.00542,0.44202,0.25137,0.281,0.10124,2.56869,2.25899,1.96719,0,0.000977524,0.000977524,0.000977524,9.77524e-05
145,559.294,2.10081,1.86576,1.5563,0.00534,0.54895,0.2459,0.30092,0.11211,2.54208,2.16751,1.9809,0,0.000947376,0.000947376,0.000947376,9.47376e-05
146,562.829,2.11802,1.90832,1.54579,0.00522,0.54629,0.30601,0.32489,0.12146,2.52767,2.12002,1.96093,0,0.000917616,0.000917616,0.000917616,9.17616e-05
147,566.391,2.07898,1.90818,1.58382,0.00514,0.41192,0.28962,0.29044,0.10855,2.54827,2.17394,1.98436,0,0.000888253,0.000888253,0.000888253,8.88253e-05
148,569.889,2.15952,1.88389,1.54768,0.00504,0.40227,0.23497,0.25,0.08847,2.64424,2.38015,2.00776,0,0.000859294,0.000859294,0.000859294,8.59294e-05
149,573.577,2.05654,1.88545,1.52969,0.00496,0.47749,0.25137,0.28705,0.1033,2.52179,2.26874,1.9526,0,0.000830746,0.000830746,0.000830746,8.30746e-05
150,577.381,2.02866,1.83923,1.52667,0.00493,0.43587,0.28415,0.31903,0.11846,2.45991,2.15475,1.91452,0,0.000802616,0.000802616,0.000802616,8.02616e-05
151,581.023,2.07063,1.85962,1.53888,0.00484,0.48863,0.28962,0.31743,0.1151,2.48163,2.17568,1.93645,0,0.000774911,0.000774911,0.000774911,7.74911e-05
152,584.802,2.09765,1.92213,1.5639,0.00473,0.43567,0.27869,0.32459,0.12398,2.44565,2.09433,1.90607,0,0.000747637,0.000747637,0.000747637,7.47637e-05
153,588.583,2.07501,1.86006,1.56199,0.00467,0.58027,0.27322,0.32768,0.12052,2.45391,2.14299,1.92387,0,0.000720803,0.000720803,0.000720803,7.20803e-05
154,592.27,2.097,1.87756,1.57948,0.00459,0.47494,0.28962,0.3269,0.12304,2.45423,2.12481,1.9167,0,0.000694413,0.000694413,0.000694413,6.94413e-05
